FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
28,Mississippi,2020,"2,277,357   ","1,247,593   ",54.8   ,"1,148,454   ",50.4   ,"99,139   ",7.9   
29,Missouri,2020,"4,823,719   ","3,026,204   ",62.7   ,"2,840,459   ",58.9   ,"185,745   ",6.1   
30,Montana,2020,"864,235   ","543,626   ",62.9   ,"511,964   ",59.2   ,"31,662   ",5.8   
31,Nebraska,2020,"1,500,946   ","1,044,342   ",69.6   ,"999,902   ",66.6   ,"44,440   ",4.3   
32,Nevada,2020,"2,458,092   ","1,507,483   ",61.3   ,"1,304,122   ",53.1   ,"203,361   ",13.5   
33,New Hampshire,2020,"1,138,158   ","760,270   ",66.8   ,"709,276   ",62.3   ,"50,994   ",6.7   
34,New Jersey,2020,"7,379,427   ","4,643,700   ",62.9   ,"4,204,301   ",57.0   ,"439,399   ",9.5   
35,New Mexico,2020,"1,663,566   ","930,743   ",55.9   ,"857,286   ",51.5   ,"73,457   ",7.9   
36,New York,2020,"16,200,581   ","9,569,479   ",59.1   ,"8,631,409   ",53.3   ,"938,070   ",9.8   
51000,New York city,2020,"7,067,600   ","4,080,766   ",57.7   ,"3,581,380   ",50.7   ,"499,386   ",12.2   
37,North Carolina,2020,"8,194,465   ","4,832,791   ",59.0   ,"4,482,629   ",54.7   ,"350,162   ",7.2   
38,North Dakota,2020,"593,622   ","409,525   ",69.0   ,"389,117   ",65.5   ,"20,408   ",5.0   
39,Ohio,2020,"9,310,839   ","5,732,689   ",61.6   ,"5,264,189   ",56.5   ,"468,500   ",8.2   
40,Oklahoma,2020,"3,026,193   ","1,838,309   ",60.7   ,"1,722,603   ",56.9   ,"115,706   ",6.3   
41,Oregon,2020,"3,432,130   ","2,105,116   ",61.3   ,"1,945,906   ",56.7   ,"159,210   ",7.6   
42,Pennsylvania,2020,"10,439,449   ","6,500,777   ",62.3   ,"5,926,898   ",56.8   ,"573,879   ",8.8   
44,Rhode Island,2020,"895,219   ","569,990   ",63.7   ,"517,492   ",57.8   ,"52,498   ",9.2   
45,South Carolina,2020,"4,047,327   ","2,341,703   ",57.9   ,"2,201,090   ",54.4   ,"140,613   ",6.0   
46,South Dakota,2020,"673,768   ","464,719   ",69.0   ,"445,476   ",66.1   ,"19,243   ",4.1   
47,Tennessee,2020,"5,443,866   ","3,294,793   ",60.5   ,"3,049,480   ",56.0   ,"245,313   ",7.4   
48,Texas,2020,"22,132,659   ","13,950,305   ",63.0   ,"12,879,942   ",58.2   ,"1,070,363   ",7.7   
49,Utah,2020,"2,417,713   ","1,645,612   ",68.1   ,"1,566,150   ",64.8   ,"79,462   ",4.8   
50,Vermont,2020,"534,514   ","339,064   ",63.4   ,"319,998   ",59.9   ,"19,066   ",5.6   
51,Virginia,2020,"6,748,638   ","4,331,844   ",64.2   ,"4,051,401   ",60.0   ,"280,443   ",6.5   
53,Washington,2020,"6,105,570   ","3,903,501   ",63.9   ,"3,564,374   ",58.4   ,"339,127   ",8.7   
54,West Virginia,2020,"1,442,133   ","776,637   ",53.9   ,"712,139   ",49.4   ,"64,498   ",8.3   
55,Wisconsin,2020,"4,691,604   ","3,101,913   ",66.1   ,"2,902,114   ",61.9   ,"199,799   ",6.4   
56,Wyoming,2020,"449,998   ","293,682   ",65.3   ,"276,447   ",61.4   ,"17,235   ",5.9   
01,Alabama,2021,"3,993,601   ","2,251,656   ",56.4   ,"2,175,859   ",54.5   ,"75,797   ",3.4   
02,Alaska,2021,"545,366   ","350,842   ",64.3   ,"328,406   ",60.2   ,"22,436   ",6.4   
04,Arizona,2021,"5,731,013   ","3,514,832   ",61.3   ,"3,337,995   ",58.2   ,"176,837   ",5.0   
05,Arkansas,2021,"2,357,376   ","1,332,526   ",56.5   ,"1,278,816   ",54.2   ,"53,710   ",4.0   
06,California,2021,"31,136,967   ","19,013,818   ",61.1   ,"17,619,280   ",56.6   ,"1,394,538   ",7.3   
037,Los Angeles County,2021,"7,994,917   ","5,019,876   ",62.8   ,"4,569,811   ",57.2   ,"450,065   ",9.0   
08,Colorado,2021,"4,619,959   ","3,142,134   ",68.0   ,"2,969,765   ",64.3   ,"172,369   ",5.5   
09,Connecticut,2021,"2,930,721   ","1,851,390   ",63.2   ,"1,732,404   ",59.1   ,"118,986   ",6.4   
10,Delaware,2021,"808,040   ","496,319   ",61.4   ,"469,163   ",58.1   ,"27,156   ",5.5   
11,District of Columbia,2021,"550,755   ","382,405   ",69.4   ,"356,457   ",64.7   ,"25,948   ",6.8   
12,Florida,2021,"17,766,868   ","10,307,414   ",58.0   ,"9,821,945   ",55.3   ,"485,469   ",4.7   
13,Georgia,2021,"8,404,904   ","5,194,475   ",61.8   ,"4,991,370   ",59.4   ,"203,105   ",3.9   
15,Hawaii,2021,"1,130,388   ","672,563   ",59.5   ,"632,437   ",55.9   ,"40,126   ",6.0   
16,Idaho,2021,"1,461,842   ","923,953   ",63.2   ,"891,086   ",61.0   ,"32,867   ",3.6   
17,Illinois,2021,"10,114,161   ","6,370,654   ",63.0   ,"5,983,262   ",59.2   ,"387,392   ",6.1   
18,Indiana,2021,"5,322,605   ","3,342,179   ",62.8   ,"3,211,193   ",60.3   ,"130,986   ",3.9   
19,Iowa,2021,"2,504,569   ","1,675,576   ",66.9   ,"1,610,127   ",64.3   ,"65,449   ",3.9   
20,Kansas,2021,"2,256,276   ","1,502,391   ",66.6   ,"1,450,948   ",64.3   ,"51,443   ",3.4   
21,Kentucky,2021,"3,526,543   ","2,022,997   ",57.4   ,"1,933,112   ",54.8   ,"89,885   ",4.4   
22,Louisiana,2021,"3,576,606   ","2,058,506   ",57.6   ,"1,943,319   ",54.3   ,"115,187   ",5.6   
23,Maine,2021,"1,141,693   ","689,846   ",60.4   ,"657,735   ",57.6   ,"32,111   ",4.7   
24,Maryland,2021,"4,894,319   ","3,173,993   ",64.9   ,"3,008,375   ",61.5   ,"165,618   ",5.2   
25,Massachusetts,2021,"5,754,969   ","3,744,962   ",65.1   ,"3,545,871   ",61.6   ,"199,091   ",5.3   
26,Michigan,2021,"8,064,266   ","4,774,975   ",59.2   ,"4,504,306   ",55.9   ,"270,669   ",5.7   
27,Minnesota,2021,"4,500,795   ","3,048,844   ",67.7   ,"2,936,648   ",65.2   ,"112,196   ",3.7   
28,Mississippi,2021,"2,286,624   ","1,261,759   ",55.2   ,"1,193,565   ",52.2   ,"68,194   ",5.4   
29,Missouri,2021,"4,852,808   ","3,037,333   ",62.6   ,"2,912,173   ",60.0   ,"125,160   ",4.1   
30,Montana,2021,"880,646   ","546,755   ",62.1   ,"528,254   ",60.0   ,"18,501   ",3.4   
31,Nebraska,2021,"1,510,116   ","1,046,091   ",69.3   ,"1,018,282   ",67.4   ,"27,809   ",2.7   
32,Nevada,2021,"2,494,451   ","1,499,511   ",60.1   ,"1,396,988   ",56.0   ,"102,523   ",6.8   
33,New Hampshire,2021,"1,149,363   ","752,951   ",65.5   ,"726,910   ",63.2   ,"26,041   ",3.5   
34,New Jersey,2021,"7,437,386   ","4,674,518   ",62.9   ,"4,361,147   ",58.6   ,"313,371   ",6.7   
35,New Mexico,2021,"1,669,443   ","939,995   ",56.3   ,"873,417   ",52.3   ,"66,578   ",7.1   
36,New York,2021,"16,114,293   ","9,592,002   ",59.5   ,"8,914,250   ",55.3   ,"677,752   ",7.1   
51000,New York city,2021,"6,928,440   ","4,135,749   ",59.7   ,"3,719,735   ",53.7   ,"416,014   ",10.1   
37,North Carolina,2021,"8,322,354   ","4,954,754   ",59.5   ,"4,714,601   ",56.6   ,"240,153   ",4.8   
38,North Dakota,2021,"597,023   ","408,434   ",68.4   ,"395,745   ",66.3   ,"12,689   ",3.1   
39,Ohio,2021,"9,332,494   ","5,738,026   ",61.5   ,"5,436,614   ",58.3   ,"301,412   ",5.3   
40,Oklahoma,2021,"3,059,740   ","1,865,738   ",61.0   ,"1,791,090   ",58.5   ,"74,648   ",4.0   
41,Oregon,2021,"3,455,752   ","2,139,799   ",61.9   ,"2,029,296   ",58.7   ,"110,503   ",5.2   
42,Pennsylvania,2021,"10,507,099   ","6,439,411   ",61.3   ,"6,059,176   ",57.7   ,"380,235   ",5.9   
44,Rhode Island,2021,"900,916   ","575,479   ",63.9   ,"543,488   ",60.3   ,"31,991   ",5.6   
45,South Carolina,2021,"4,115,260   ","2,372,318   ",57.6   ,"2,279,261   ",55.4   ,"93,057   ",3.9   
46,South Dakota,2021,"682,405   ","469,020   ",68.7   ,"457,014   ",67.0   ,"12,006   ",2.6   
47,Tennessee,2021,"5,516,604   ","3,333,411   ",60.4   ,"3,184,710   ",57.7   ,"148,701   ",4.5   
48,Texas,2021,"22,576,314   ","14,366,604   ",63.6   ,"13,556,544   ",60.0   ,"810,060   ",5.6   
49,Utah,2021,"2,478,410   ","1,687,973   ",68.1   ,"1,641,440   ",66.2   ,"46,533   ",2.8   
50,Vermont,2021,"539,591   ","334,923   ",62.1   ,"323,234   ",59.9   ,"11,689   ",3.5   
51,Virginia,2021,"6,797,683   ","4,319,125   ",63.5   ,"4,152,757   ",61.1   ,"166,368   ",3.9   
53,Washington,2021,"6,156,565   ","3,890,972   ",63.2   ,"3,688,977   ",59.9   ,"201,995   ",5.2   
54,West Virginia,2021,"1,439,314   ","773,936   ",53.8   ,"734,192   ",51.0   ,"39,744   ",5.1   
55,Wisconsin,2021,"4,708,815   ","3,102,685   ",65.9   ,"2,984,907   ",63.4   ,"117,778   ",3.8   
56,Wyoming,2021,"452,273   ","287,657   ",63.6   ,"274,570   ",60.7   ,"13,087   ",4.5   
01,Alabama,2022,"4,018,533   ","2,277,757   ",56.7   ,"2,220,074   ",55.2   ,"57,683   ",2.5   
02,Alaska,2022,"546,657   ","353,964   ",64.8   ,"338,452   ",61.9   ,"15,512   ",4.4   
04,Arizona,2022,"5,835,298   ","3,590,353   ",61.5   ,"3,455,237   ",59.2   ,"135,116   ",3.8   
05,Arkansas,2022,"2,376,006   ","1,363,194   ",57.4   ,"1,319,766   ",55.5   ,"43,428   ",3.2   
06,California,2022,"31,209,668   ","19,267,435   ",61.7   ,"18,441,358   ",59.1   ,"826,077   ",4.3   
037,Los Angeles County,2022,"7,968,197   ","5,036,788   ",63.2   ,"4,786,014   ",60.1   ,"250,774   ",5.0   
08,Colorado,2022,"4,674,205   ","3,181,560   ",68.1   ,"3,083,530   ",66.0   ,"98,030   ",3.1   
09,Connecticut,2022,"2,946,798   ","1,925,558   ",65.3   ,"1,848,019   ",62.7   ,"77,539   ",4.0   
10,Delaware,2022,"821,930   ","500,949   ",60.9   ,"479,718   ",58.4   ,"21,231   ",4.2   
11,District of Columbia,2022,"554,460   ","394,286   ",71.1   ,"375,737   ",67.8   ,"18,549   ",4.7   
12,Florida,2022,"18,223,466   ","10,708,010   ",58.8   ,"10,383,788   ",57.0   ,"324,222   ",3.0   
13,Georgia,2022,"8,525,767   ","5,274,005   ",61.9   ,"5,108,354   ",59.9   ,"165,651   ",3.1   
15,Hawaii,2022,"1,128,495   ","676,000   ",59.9   ,"654,048   ",58.0   ,"21,952   ",3.2   
16,Idaho,2022,"1,498,982   ","950,764   ",63.4   ,"923,419   ",61.6   ,"27,345   ",2.9   
17,Illinois,2022,"10,082,293   ","6,480,808   ",64.3   ,"6,182,803   ",61.3   ,"298,005   ",4.6   
18,Indiana,2022,"5,354,747   ","3,389,689   ",63.3   ,"3,285,460   ",61.4   ,"104,229   ",3.1   
19,Iowa,2022,"2,514,117   ","1,700,318   ",67.6   ,"1,651,348   ",65.7   ,"48,970   ",2.9   
20,Kansas,2022,"2,263,450   ","1,510,916   ",66.8   ,"1,468,686   ",64.9   ,"42,230   ",2.8   
21,Kentucky,2022,"3,539,109   ","2,047,025   ",57.8   ,"1,964,419   ",55.5   ,"82,606   ",4.0   
22,Louisiana,2022,"3,563,998   ","2,072,136   ",58.1   ,"1,996,188   ",56.0   ,"75,948   ",3.7   
23,Maine,2022,"1,154,867   ","684,691   ",59.3   ,"665,246   ",57.6   ,"19,445   ",2.8   
24,Maryland,2022,"4,907,751   ","3,177,366   ",64.7   ,"3,082,086   ",62.8   ,"95,280   ",3.0   
25,Massachusetts,2022,"5,791,178   ","3,780,983   ",65.3   ,"3,642,556   ",62.9   ,"138,427   ",3.7   
26,Michigan,2022,"8,083,095   ","4,865,841   ",60.2   ,"4,662,983   ",57.7   ,"202,858   ",4.2   
27,Minnesota,2022,"4,521,441   ","3,069,630   ",67.9   ,"2,995,078   ",66.2   ,"74,552   ",2.4   
28,Mississippi,2022,"2,287,803   ","1,260,986   ",55.1   ,"1,213,137   ",53.0   ,"47,849   ",3.8   
29,Missouri,2022,"4,872,256   ","3,051,998   ",62.6   ,"2,971,441   ",61.0   ,"80,557   ",2.6   
30,Montana,2022,"895,552   ","561,884   ",62.7   ,"546,902   ",61.1   ,"14,982   ",2.7   
31,Nebraska,2022,"1,520,240   ","1,056,496   ",69.5   ,"1,033,170   ",68.0   ,"23,326   ",2.2   
32,Nevada,2022,"2,528,486   ","1,558,985   ",61.7   ,"1,477,448   ",58.4   ,"81,537   ",5.2   
33,New Hampshire,2022,"1,159,678   ","760,999   ",65.6   ,"742,463   ",64.0   ,"18,536   ",2.4   
34,New Jersey,2022,"7,476,419   ","4,771,781   ",63.8   ,"4,586,675   ",61.3   ,"185,106   ",3.9   
35,New Mexico,2022,"1,674,785   ","946,148   ",56.5   ,"907,560   ",54.2   ,"38,588   ",4.1   
36,New York,2022,"16,054,447   ","9,682,170   ",60.3   ,"9,266,062   ",57.7   ,"416,108   ",4.3   
51000,New York city,2022,"6,869,707   ","4,166,275   ",60.6   ,"3,931,208   ",57.2   ,"235,067   ",5.6   
37,North Carolina,2022,"8,454,298   ","5,188,493   ",61.4   ,"4,996,908   ",59.1   ,"191,585   ",3.7   
38,North Dakota,2022,"600,022   ","412,967   ",68.8   ,"404,145   ",67.4   ,"8,822   ",2.1   
39,Ohio,2022,"9,351,293   ","5,765,030   ",61.6   ,"5,535,292   ",59.2   ,"229,738   ",4.0   
40,Oklahoma,2022,"3,091,485   ","1,902,103   ",61.5   ,"1,844,642   ",59.7   ,"57,461   ",3.0   
41,Oregon,2022,"3,464,108   ","2,159,475   ",62.3   ,"2,073,683   ",59.9   ,"85,792   ",4.0   
42,Pennsylvania,2022,"10,508,953   ","6,478,983   ",61.7   ,"6,209,321   ",59.1   ,"269,662   ",4.2   
44,Rhode Island,2022,"904,499   ","576,096   ",63.7   ,"557,492   ",61.6   ,"18,604   ",3.2   
45,South Carolina,2022,"4,198,811   ","2,422,347   ",57.7   ,"2,344,834   ",55.8   ,"77,513   ",3.2   
46,South Dakota,2022,"693,692   ","474,201   ",68.4   ,"465,035   ",67.0   ,"9,166   ",1.9   
47,Tennessee,2022,"5,594,817   ","3,380,916   ",60.4   ,"3,266,847   ",58.4   ,"114,069   ",3.4   
48,Texas,2022,"23,046,305   ","14,784,035   ",64.1   ,"14,200,881   ",61.6   ,"583,154   ",3.9   
49,Utah,2022,"2,537,336   ","1,745,626   ",68.8   ,"1,703,871   ",67.2   ,"41,755   ",2.4   
50,Vermont,2022,"541,609   ","342,248   ",63.2   ,"334,240   ",61.7   ,"8,008   ",2.3   
51,Virginia,2022,"6,833,253   ","4,428,653   ",64.8   ,"4,309,310   ",63.1   ,"119,343   ",2.7   
53,Washington,2022,"6,215,323   ","3,972,559   ",63.9   ,"3,810,893   ",61.3   ,"161,666   ",4.1   
54,West Virginia,2022,"1,432,622   ","781,527   ",54.6   ,"750,916   ",52.4   ,"30,611   ",3.9   
55,Wisconsin,2022,"4,738,274   ","3,090,130   ",65.2   ,"3,002,188   ",63.4   ,"87,942   ",2.8   
56,Wyoming,2022,"456,302   ","291,492   ",63.9   ,"281,452   ",61.7   ,"10,040   ",3.4   
01,Alabama,2023,"4,055,316   ","2,315,001   ",57.1   ,"2,257,847   ",55.7   ,"57,154   ",2.5   
02,Alaska,2023,"550,066   ","357,685   ",65.0   ,"342,440   ",62.3   ,"15,245   ",4.3   
04,Arizona,2023,"5,935,791   ","3,681,896   ",62.0   ,"3,545,673   ",59.7   ,"136,223   ",3.7   
05,Arkansas,2023,"2,399,748   ","1,386,192   ",57.8   ,"1,342,482   ",55.9   ,"43,710   ",3.2   
06,California,2023,"31,393,972   ","19,514,618   ",62.2   ,"18,593,621   ",59.2   ,"920,997   ",4.7   
037,Los Angeles County,2023,"7,982,666   ","5,064,724   ",63.4   ,"4,808,271   ",60.2   ,"256,453   ",5.1   
08,Colorado,2023,"4,741,881   ","3,230,055   ",68.1   ,"3,124,030   ",65.9   ,"106,025   ",3.3   
09,Connecticut,2023,"2,970,949   ","1,909,214   ",64.3   ,"1,848,062   ",62.2   ,"61,152   ",3.2   
10,Delaware,2023,"836,539   ","509,805   ",60.9   ,"489,890   ",58.6   ,"19,915   ",3.9   
11,District of Columbia,2023,"561,446   ","405,152   ",72.2   ,"385,468   ",68.7   ,"19,684   ",4.9   
12,Florida,2023,"18,678,418   ","11,021,976   ",59.0   ,"10,697,824   ",57.3   ,"324,152   ",2.9   
13,Georgia,2023,"8,659,838   ","5,372,644   ",62.0   ,"5,198,344   ",60.0   ,"174,300   ",3.2   
15,Hawaii,2023,"1,129,780   ","680,464   ",60.2   ,"661,044   ",58.5   ,"19,420   ",2.9   
16,Idaho,2023,"1,529,632   ","972,816   ",63.6   ,"941,813   ",61.6   ,"31,003   ",3.2   
17,Illinois,2023,"10,129,617   ","6,525,710   ",64.4   ,"6,232,866   ",61.5   ,"292,844   ",4.5   
18,Indiana,2023,"5,399,010   ","3,424,333   ",63.4   ,"3,307,235   ",61.3   ,"117,098   ",3.4   
19,Iowa,2023,"2,530,626   ","1,708,074   ",67.5   ,"1,657,354   ",65.5   ,"50,720   ",3.0   
20,Kansas,2023,"2,279,422   ","1,527,042   ",67.0   ,"1,483,017   ",65.1   ,"44,025   ",2.9   
21,Kentucky,2023,"3,567,796   ","2,057,308   ",57.7   ,"1,969,940   ",55.2   ,"87,368   ",4.2   
22,Louisiana,2023,"3,570,185   ","2,080,626   ",58.3   ,"2,003,271   ",56.1   ,"77,355   ",3.7   
23,Maine,2023,"1,167,316   ","694,353   ",59.5   ,"675,978   ",57.9   ,"18,375   ",2.6   
24,Maryland,2023,"4,934,718   ","3,197,910   ",64.8   ,"3,126,374   ",63.4   ,"71,536   ",2.2   
25,Massachusetts,2023,"5,842,399   ","3,824,146   ",65.5   ,"3,690,724   ",63.2   ,"133,422   ",3.5   
26,Michigan,2023,"8,121,440   ","5,003,879   ",61.6   ,"4,807,826   ",59.2   ,"196,053   ",3.9   
27,Minnesota,2023,"4,555,879   ","3,107,536   ",68.2   ,"3,021,126   ",66.3   ,"86,410   ",2.8   
28,Mississippi,2023,"2,296,853   ","1,250,896   ",54.5   ,"1,211,931   ",52.8   ,"38,965   ",3.1   
29,Missouri,2023,"4,904,785   ","3,106,625   ",63.3   ,"3,009,927   ",61.4   ,"96,698   ",3.1   
30,Montana,2023,"907,057   ","572,256   ",63.1   ,"556,633   ",61.4   ,"15,623   ",2.7   
31,Nebraska,2023,"1,536,086   ","1,065,182   ",69.3   ,"1,040,693   ",67.7   ,"24,489   ",2.3   
32,Nevada,2023,"2,568,205   ","1,608,412   ",62.6   ,"1,525,854   ",59.4   ,"82,558   ",5.1   
33,New Hampshire,2023,"1,167,758   ","762,184   ",65.3   ,"744,827   ",63.8   ,"17,357   ",2.3   
34,New Jersey,2023,"7,559,374   ","4,879,285   ",64.5   ,"4,668,296   ",61.8   ,"210,989   ",4.3   
35,New Mexico,2023,"1,687,605   ","966,516   ",57.3   ,"930,980   ",55.2   ,"35,536   ",3.7   
36,New York,2023,"16,146,634   ","9,849,925   ",61.0   ,"9,452,487   ",58.5   ,"397,438   ",4.0   
51000,New York city,2023,"6,939,890   ","4,260,154   ",61.4   ,"4,049,067   ",58.3   ,"211,087   ",5.0   
37,North Carolina,2023,"8,610,395   ","5,272,358   ",61.2   ,"5,088,209   ",59.1   ,"184,149   ",3.5   
38,North Dakota,2023,"606,180   ","418,213   ",69.0   ,"409,642   ",67.6   ,"8,571   ",2.0   
39,Ohio,2023,"9,401,982   ","5,840,627   ",62.1   ,"5,627,187   ",59.9   ,"213,440   ",3.7   
40,Oklahoma,2023,"3,129,747   ","1,966,532   ",62.8   ,"1,904,699   ",60.9   ,"61,833   ",3.1   
41,Oregon,2023,"3,480,599   ","2,169,798   ",62.3   ,"2,087,617   ",60.0   ,"82,181   ",3.8   
42,Pennsylvania,2023,"10,543,171   ","6,558,918   ",62.2   ,"6,318,060   ",59.9   ,"240,858   ",3.7   
44,Rhode Island,2023,"910,533   ","581,465   ",63.9   ,"564,141   ",62.0   ,"17,324   ",3.0   
45,South Carolina,2023,"4,292,542   ","2,495,157   ",58.1   ,"2,420,636   ",56.4   ,"74,521   ",3.0   
46,South Dakota,2023,"703,503   ","479,697   ",68.2   ,"470,972   ",66.9   ,"8,725   ",1.8   
47,Tennessee,2023,"5,679,258   ","3,405,116   ",60.0   ,"3,294,385   ",58.0   ,"110,731   ",3.3   
48,Texas,2023,"23,579,271   ","15,248,074   ",64.7   ,"14,636,691   ",62.1   ,"611,383   ",4.0   
49,Utah,2023,"2,599,813   ","1,797,645   ",69.1   ,"1,748,673   ",67.3   ,"48,972   ",2.7   
50,Vermont,2023,"543,396   ","349,476   ",64.3   ,"342,686   ",63.1   ,"6,790   ",1.9   
51,Virginia,2023,"6,892,705   ","4,544,986   ",65.9   ,"4,422,328   ",64.2   ,"122,658   ",2.7   
53,Washington,2023,"6,286,904   ","4,027,320   ",64.1   ,"3,857,883   ",61.4   ,"169,437   ",4.2   
54,West Virginia,2023,"1,431,364   ","788,791   ",55.1   ,"758,311   ",53.0   ,"30,480   ",3.9   
55,Wisconsin,2023,"4,775,901   ","3,125,257   ",65.4   ,"3,036,966   ",63.6   ,"88,291   ",2.8   
56,Wyoming,2023,"460,937   ","293,568   ",63.7   ,"285,002   ",61.8   ,"8,566   ",2.9   
01,Alabama,2024,"4,096,918   ","2,359,390   ",57.6   ,"2,289,120   ",55.9   ,"70,270   ",3.0   
02,Alaska,2024,"553,822   ","360,367   ",65.1   ,"344,005   ",62.1   ,"16,362   ",4.5   
04,Arizona,2024,"6,041,127   ","3,741,665   ",61.9   ,"3,602,956   ",59.6   ,"138,709   ",3.7   
05,Arkansas,2024,"2,426,129   ","1,411,833   ",58.2   ,"1,362,381   ",56.2   ,"49,452   ",3.5   
06,California,2024,"31,646,522   ","19,692,824   ",62.2   ,"18,650,672   ",58.9   ,"1,042,152   ",5.3   
037,Los Angeles County,2024,"8,013,245   ","5,106,364   ",63.7   ,"4,812,384   ",60.1   ,"293,980   ",5.8   
08,Colorado,2024,"4,815,264   ","3,265,465   ",67.8   ,"3,130,455   ",65.0   ,"135,010   ",4.1   
09,Connecticut,2024,"3,001,078   ","1,932,754   ",64.4   ,"1,868,860   ",62.3   ,"63,894   ",3.3   
10,Delaware,2024,"851,021   ","510,899   ",60.0   ,"490,887   ",57.7   ,"20,012   ",3.9   
11,District of Columbia,2024,"568,464   ","413,353   ",72.7   ,"391,492   ",68.9   ,"21,861   ",5.3   
12,Florida,2024,"19,014,602   ","11,114,233   ",58.5   ,"10,741,571   ",56.5   ,"372,662   ",3.4   
13,Georgia,2024,"8,799,428   ","5,423,268   ",61.6   ,"5,237,835   ",59.5   ,"185,433   ",3.4   
15,Hawaii,2024,"1,133,108   ","682,524   ",60.2   ,"663,668   ",58.6   ,"18,856   ",2.8   
16,Idaho,2024,"1,561,448   ","996,542   ",63.8   ,"960,892   ",61.5   ,"35,650   ",3.6   
17,Illinois,2024,"10,211,552   ","6,638,412   ",65.0   ,"6,307,121   ",61.8   ,"331,291   ",5.0   
18,Indiana,2024,"5,452,601   ","3,472,118   ",63.7   ,"3,332,175   ",61.1   ,"139,943   ",4.0   
19,Iowa,2024,"2,549,473   ","1,709,319   ",67.0   ,"1,655,382   ",64.9   ,"53,937   ",3.2   
20,Kansas,2024,"2,300,206   ","1,548,387   ",67.3   ,"1,493,815   ",64.9   ,"54,572   ",3.5   
21,Kentucky,2024,"3,602,683   ","2,095,496   ",58.2   ,"1,994,539   ",55.4   ,"100,957   ",4.8   
22,Louisiana,2024,"3,589,178   ","2,086,957   ",58.1   ,"1,997,405   ",55.7   ,"89,552   ",4.3   
23,Maine,2024,"1,176,513   ","706,563   ",60.1   ,"685,347   ",58.3   ,"21,216   ",3.0   
24,Maryland,2024,"4,975,111   ","3,240,844   ",65.1   ,"3,137,930   ",63.1   ,"102,914   ",3.2   
25,Massachusetts,2024,"5,901,781   ","3,920,504   ",66.4   ,"3,764,385   ",63.8   ,"156,119   ",4.0   
26,Michigan,2024,"8,173,307   ","5,060,760   ",61.9   ,"4,823,521   ",59.0   ,"237,239   ",4.7   
27,Minnesota,2024,"4,603,986   ","3,137,560   ",68.1   ,"3,039,323   ",66.0   ,"98,237   ",3.1   
28,Mississippi,2024,"2,312,029   ","1,274,775   ",55.1   ,"1,234,022   ",53.4   ,"40,753   ",3.2   
29,Missouri,2024,"4,946,070   ","3,143,051   ",63.5   ,"3,026,902   ",61.2   ,"116,149   ",3.7   
30,Montana,2024,"916,736   ","577,376   ",63.0   ,"560,046   ",61.1   ,"17,330   ",3.0   
31,Nebraska,2024,"1,553,930   ","1,078,216   ",69.4   ,"1,048,970   ",67.5   ,"29,246   ",2.7   
32,Nevada,2024,"2,613,852   ","1,640,898   ",62.8   ,"1,552,386   ",59.4   ,"88,512   ",5.4   
33,New Hampshire,2024,"1,176,653   ","770,666   ",65.5   ,"750,824   ",63.8   ,"19,842   ",2.6   
34,New Jersey,2024,"7,656,765   ","4,899,384   ",64.0   ,"4,672,089   ",61.0   ,"227,295   ",4.6   
35,New Mexico,2024,"1,701,256   ","981,492   ",57.7   ,"941,313   ",55.3   ,"40,179   ",4.1   
36,New York,2024,"16,318,569   ","9,928,106   ",60.8   ,"9,514,544   ",58.3   ,"413,562   ",4.2   
51000,New York city,2024,"7,061,127   ","4,349,940   ",61.6   ,"4,132,652   ",58.5   ,"217,288   ",5.0   
37,North Carolina,2024,"8,774,760   ","5,295,197   ",60.3   ,"5,101,603   ",58.1   ,"193,594   ",3.7   
