FIPS Code,state/area,year,Civilian non-institutional population,CLF-Total,CLF-Pecent of population,Employment-Total,Employment-Percent of population,Unemployment-Total,Unemployment-Rate
29,Missouri,1980,"3,657,455   ","2,328,674   ",63.7   ,"2,161,084   ",59.1   ,"167,590   ",7.2   
30,Montana,1980,"574,749   ","372,105   ",64.7   ,"348,593   ",60.7   ,"23,512   ",6.3   
31,Nebraska,1980,"1,146,267   ","762,797   ",66.5   ,"733,546   ",64.0   ,"29,251   ",3.8   
32,Nevada,1980,"607,134   ","432,812   ",71.3   ,"405,362   ",66.8   ,"27,450   ",6.3   
33,New Hampshire,1980,"682,685   ","467,511   ",68.5   ,"446,382   ",65.4   ,"21,129   ",4.5   
34,New Jersey,1980,"5,598,129   ","3,583,732   ",64.0   ,"3,329,317   ",59.5   ,"254,415   ",7.1   
35,New Mexico,1980,"922,037   ","565,189   ",61.3   ,"522,477   ",56.7   ,"42,712   ",7.6   
36,New York,1980,"13,322,426   ","7,981,729   ",59.9   ,"7,389,881   ",55.5   ,"591,848   ",7.4   
51000,New York city,1980,"5,523,023   ","3,058,795   ",55.4   ,"2,800,613   ",50.7   ,"258,182   ",8.4   
37,North Carolina,1980,"4,295,955   ","2,854,655   ",66.4   ,"2,673,128   ",62.2   ,"181,527   ",6.4   
38,North Dakota,1980,"466,350   ","302,809   ",64.9   ,"288,072   ",61.8   ,"14,737   ",4.9   
39,Ohio,1980,"7,989,256   ","5,076,095   ",63.5   ,"4,648,020   ",58.2   ,"428,075   ",8.4   
40,Oklahoma,1980,"2,216,676   ","1,365,398   ",61.6   ,"1,308,683   ",59.0   ,"56,715   ",4.2   
41,Oregon,1980,"1,974,044   ","1,289,641   ",65.3   ,"1,181,775   ",59.9   ,"107,866   ",8.4   
42,Pennsylvania,1980,"9,039,557   ","5,436,045   ",60.1   ,"4,991,257   ",55.2   ,"444,788   ",8.2   
44,Rhode Island,1980,"719,856   ","470,502   ",65.4   ,"436,578   ",60.6   ,"33,924   ",7.2   
45,South Carolina,1980,"2,221,189   ","1,394,098   ",62.8   ,"1,300,398   ",58.5   ,"93,700   ",6.7   
46,South Dakota,1980,"494,466   ","330,945   ",66.9   ,"315,306   ",63.8   ,"15,639   ",4.7   
47,Tennessee,1980,"3,397,469   ","2,072,917   ",61.0   ,"1,919,912   ",56.5   ,"153,005   ",7.4   
48,Texas,1980,"10,232,341   ","6,773,499   ",66.2   ,"6,417,776   ",62.7   ,"355,723   ",5.3   
49,Utah,1980,"962,469   ","632,561   ",65.7   ,"592,884   ",61.6   ,"39,677   ",6.3   
50,Vermont,1980,"376,360   ","249,339   ",66.3   ,"234,245   ",62.2   ,"15,094   ",6.1   
51,Virginia,1980,"3,890,393   ","2,568,196   ",66.0   ,"2,433,545   ",62.6   ,"134,651   ",5.2   
53,Washington,1980,"3,058,630   ","1,977,044   ",64.6   ,"1,819,779   ",59.5   ,"157,265   ",8.0   
54,West Virginia,1980,"1,442,468   ","767,789   ",53.2   ,"690,097   ",47.8   ,"77,692   ",10.1   
55,Wisconsin,1980,"3,474,314   ","2,349,430   ",67.6   ,"2,177,209   ",62.7   ,"172,221   ",7.3   
56,Wyoming,1980,"334,692   ","234,831   ",70.2   ,"225,769   ",67.5   ,"9,062   ",3.9   
01,Alabama,1981,"2,858,456   ","1,685,545   ",59.0   ,"1,503,812   ",52.6   ,"181,733   ",10.8   
02,Alaska,1981,"276,213   ","200,224   ",72.5   ,"181,770   ",65.8   ,"18,454   ",9.2   
04,Arizona,1981,"2,065,717   ","1,279,257   ",61.9   ,"1,200,120   ",58.1   ,"79,137   ",6.2   
05,Arkansas,1981,"1,682,439   ","1,017,654   ",60.5   ,"930,079   ",55.3   ,"87,575   ",8.6   
06,California,1981,"18,170,107   ","11,893,544   ",65.5   ,"11,009,471   ",60.6   ,"884,073   ",7.4   
037,Los Angeles County,1981,"5,739,853   ","3,788,387   ",66.0   ,"3,523,435   ",61.4   ,"264,952   ",7.0   
08,Colorado,1981,"2,190,755   ","1,542,343   ",70.4   ,"1,455,221   ",66.4   ,"87,122   ",5.6   
09,Connecticut,1981,"2,403,884   ","1,603,953   ",66.7   ,"1,505,424   ",62.6   ,"98,529   ",6.1   
10,Delaware,1981,"444,350   ","287,358   ",64.7   ,"264,812   ",59.6   ,"22,546   ",7.8   
11,District of Columbia,1981,"493,044   ","312,403   ",63.4   ,"285,072   ",57.8   ,"27,331   ",8.7   
12,Florida,1981,"7,929,606   ","4,549,672   ",57.4   ,"4,241,137   ",53.5   ,"308,535   ",6.8   
13,Georgia,1981,"4,021,679   ","2,599,937   ",64.6   ,"2,431,781   ",60.5   ,"168,156   ",6.5   
15,Hawaii,1981,"675,608   ","449,922   ",66.6   ,"426,625   ",63.1   ,"23,297   ",5.2   
16,Idaho,1981,"669,237   ","430,246   ",64.3   ,"397,582   ",59.4   ,"32,664   ",7.6   
17,Illinois,1981,"8,496,349   ","5,574,045   ",65.6   ,"5,091,268   ",59.9   ,"482,777   ",8.7   
18,Indiana,1981,"4,020,219   ","2,612,493   ",65.0   ,"2,356,868   ",58.6   ,"255,625   ",9.8   
19,Iowa,1981,"2,148,453   ","1,420,794   ",66.1   ,"1,328,687   ",61.8   ,"92,107   ",6.5   
20,Kansas,1981,"1,749,786   ","1,177,800   ",67.3   ,"1,127,152   ",64.4   ,"50,648   ",4.3   
21,Kentucky,1981,"2,670,911   ","1,664,748   ",62.3   ,"1,520,636   ",56.9   ,"144,112   ",8.7   
22,Louisiana,1981,"3,029,265   ","1,834,503   ",60.6   ,"1,679,147   ",55.4   ,"155,356   ",8.5   
23,Maine,1981,"835,128   ","512,249   ",61.3   ,"475,092   ",56.9   ,"37,157   ",7.3   
24,Maryland,1981,"3,207,735   ","2,180,040   ",68.0   ,"2,021,494   ",63.0   ,"158,546   ",7.3   
25,Massachusetts,1981,"4,428,494   ","2,953,474   ",66.7   ,"2,763,875   ",62.4   ,"189,599   ",6.4   
26,Michigan,1981,"6,779,929   ","4,299,104   ",63.4   ,"3,765,318   ",55.5   ,"533,786   ",12.4   
27,Minnesota,1981,"3,041,286   ","2,141,995   ",70.4   ,"2,018,817   ",66.4   ,"123,178   ",5.8   
28,Mississippi,1981,"1,790,247   ","1,051,779   ",58.8   ,"962,010   ",53.7   ,"89,769   ",8.5   
29,Missouri,1981,"3,676,179   ","2,313,615   ",62.9   ,"2,135,639   ",58.1   ,"177,976   ",7.7   
30,Montana,1981,"581,396   ","382,654   ",65.8   ,"356,754   ",61.4   ,"25,900   ",6.8   
31,Nebraska,1981,"1,152,185   ","768,886   ",66.7   ,"737,139   ",64.0   ,"31,747   ",4.1   
32,Nevada,1981,"639,945   ","466,537   ",72.9   ,"432,301   ",67.6   ,"34,236   ",7.3   
33,New Hampshire,1981,"696,686   ","478,630   ",68.7   ,"454,403   ",65.2   ,"24,227   ",5.1   
34,New Jersey,1981,"5,658,915   ","3,607,497   ",63.7   ,"3,336,698   ",59.0   ,"270,799   ",7.5   
35,New Mexico,1981,"945,726   ","579,757   ",61.3   ,"537,837   ",56.9   ,"41,920   ",7.2   
36,New York,1981,"13,421,022   ","8,031,607   ",59.8   ,"7,421,093   ",55.3   ,"610,514   ",7.6   
51000,New York city,1981,"5,560,010   ","3,089,289   ",55.6   ,"2,813,792   ",50.6   ,"275,497   ",8.9   
37,North Carolina,1981,"4,377,319   ","2,907,237   ",66.4   ,"2,719,606   ",62.1   ,"187,631   ",6.5   
38,North Dakota,1981,"470,644   ","307,754   ",65.4   ,"292,679   ",62.2   ,"15,075   ",4.9   
39,Ohio,1981,"8,018,516   ","5,098,336   ",63.6   ,"4,614,373   ",57.5   ,"483,963   ",9.5   
40,Oklahoma,1981,"2,265,556   ","1,427,611   ",63.0   ,"1,376,365   ",60.8   ,"51,246   ",3.6   
41,Oregon,1981,"1,998,660   ","1,328,381   ",66.5   ,"1,199,023   ",60.0   ,"129,358   ",9.7   
42,Pennsylvania,1981,"9,075,749   ","5,451,476   ",60.1   ,"4,996,861   ",55.1   ,"454,615   ",8.3   
44,Rhode Island,1981,"726,221   ","476,903   ",65.7   ,"440,637   ",60.7   ,"36,266   ",7.6   
45,South Carolina,1981,"2,266,387   ","1,431,228   ",63.2   ,"1,314,047   ",58.0   ,"117,181   ",8.2   
46,South Dakota,1981,"493,987   ","331,175   ",67.0   ,"315,201   ",63.8   ,"15,974   ",4.8   
47,Tennessee,1981,"3,436,829   ","2,110,445   ",61.4   ,"1,923,396   ",56.0   ,"187,049   ",8.9   
48,Texas,1981,"10,587,660   ","7,112,523   ",67.2   ,"6,733,807   ",63.6   ,"378,716   ",5.3   
49,Utah,1981,"992,203   ","650,351   ",65.5   ,"607,031   ",61.2   ,"43,320   ",6.7   
50,Vermont,1981,"380,848   ","255,965   ",67.2   ,"241,290   ",63.4   ,"14,675   ",5.7   
51,Virginia,1981,"3,964,871   ","2,611,486   ",65.9   ,"2,457,712   ",62.0   ,"153,774   ",5.9   
53,Washington,1981,"3,129,836   ","2,001,241   ",63.9   ,"1,814,897   ",58.0   ,"186,344   ",9.3   
54,West Virginia,1981,"1,450,296   ","772,293   ",53.3   ,"690,304   ",47.6   ,"81,989   ",10.6   
55,Wisconsin,1981,"3,511,249   ","2,374,912   ",67.6   ,"2,187,847   ",62.3   ,"187,065   ",7.9   
56,Wyoming,1981,"346,145   ","245,592   ",71.0   ,"235,357   ",68.0   ,"10,235   ",4.2   
01,Alabama,1982,"2,879,742   ","1,713,224   ",59.5   ,"1,476,783   ",51.3   ,"236,441   ",13.8   
02,Alaska,1982,"296,865   ","216,972   ",73.1   ,"195,305   ",65.8   ,"21,667   ",10.0   
04,Arizona,1982,"2,141,023   ","1,361,520   ",63.6   ,"1,225,888   ",57.3   ,"135,632   ",10.0   
05,Arkansas,1982,"1,690,974   ","1,015,608   ",60.1   ,"919,430   ",54.4   ,"96,178   ",9.5   
06,California,1982,"18,601,456   ","12,265,023   ",65.9   ,"11,029,220   ",59.3   ,"1,235,803   ",10.1   
037,Los Angeles County,1982,"5,854,920   ","3,837,822   ",65.5   ,"3,475,962   ",59.4   ,"361,860   ",9.4   
08,Colorado,1982,"2,259,166   ","1,598,254   ",70.7   ,"1,475,668   ",65.3   ,"122,586   ",7.7   
09,Connecticut,1982,"2,428,716   ","1,618,515   ",66.6   ,"1,507,758   ",62.1   ,"110,757   ",6.8   
10,Delaware,1982,"449,499   ","293,602   ",65.3   ,"268,830   ",59.8   ,"24,772   ",8.4   
11,District of Columbia,1982,"492,914   ","314,538   ",63.8   ,"281,959   ",57.2   ,"32,579   ",10.4   
12,Florida,1982,"8,198,443   ","4,728,174   ",57.7   ,"4,324,040   ",52.7   ,"404,134   ",8.5   
13,Georgia,1982,"4,104,580   ","2,668,990   ",65.0   ,"2,461,101   ",60.0   ,"207,889   ",7.8   
15,Hawaii,1982,"689,816   ","459,169   ",66.6   ,"431,034   ",62.5   ,"28,135   ",6.1   
16,Idaho,1982,"678,021   ","443,477   ",65.4   ,"399,341   ",58.9   ,"44,136   ",10.0   
17,Illinois,1982,"8,502,786   ","5,576,377   ",65.6   ,"4,944,976   ",58.2   ,"631,401   ",11.3   
18,Indiana,1982,"4,022,794   ","2,593,044   ",64.5   ,"2,284,854   ",56.8   ,"308,190   ",11.9   
19,Iowa,1982,"2,139,032   ","1,403,735   ",65.6   ,"1,285,764   ",60.1   ,"117,971   ",8.4   
20,Kansas,1982,"1,761,495   ","1,188,653   ",67.5   ,"1,112,893   ",63.2   ,"75,760   ",6.4   
21,Kentucky,1982,"2,690,729   ","1,678,475   ",62.4   ,"1,497,508   ",55.7   ,"180,967   ",10.8   
22,Louisiana,1982,"3,081,085   ","1,848,354   ",60.0   ,"1,659,975   ",53.9   ,"188,379   ",10.2   
23,Maine,1982,"842,817   ","520,759   ",61.8   ,"476,427   ",56.5   ,"44,332   ",8.5   
24,Maryland,1982,"3,248,907   ","2,193,598   ",67.5   ,"2,014,825   ",62.0   ,"178,773   ",8.1   
25,Massachusetts,1982,"4,461,648   ","2,992,852   ",67.1   ,"2,758,667   ",61.8   ,"234,185   ",7.8   
26,Michigan,1982,"6,751,810   ","4,267,539   ",63.2   ,"3,609,538   ",53.5   ,"658,001   ",15.4   
27,Minnesota,1982,"3,063,020   ","2,155,306   ",70.4   ,"1,986,836   ",64.9   ,"168,470   ",7.8   
28,Mississippi,1982,"1,806,704   ","1,060,169   ",58.7   ,"943,935   ",52.2   ,"116,234   ",11.0   
29,Missouri,1982,"3,683,452   ","2,313,840   ",62.8   ,"2,099,238   ",57.0   ,"214,602   ",9.3   
30,Montana,1982,"587,789   ","387,456   ",65.9   ,"354,171   ",60.3   ,"33,285   ",8.6   
31,Nebraska,1982,"1,154,414   ","775,745   ",67.2   ,"733,194   ",63.5   ,"42,551   ",5.5   
32,Nevada,1982,"669,115   ","490,769   ",73.3   ,"441,910   ",66.0   ,"48,859   ",10.0   
33,New Hampshire,1982,"708,677   ","485,319   ",68.5   ,"452,064   ",63.8   ,"33,255   ",6.9   
34,New Jersey,1982,"5,708,580   ","3,635,940   ",63.7   ,"3,317,248   ",58.1   ,"318,692   ",8.8   
35,New Mexico,1982,"970,550   ","598,219   ",61.6   ,"544,159   ",56.1   ,"54,060   ",9.0   
36,New York,1982,"13,515,867   ","8,032,577   ",59.4   ,"7,333,550   ",54.3   ,"699,027   ",8.7   
51000,New York city,1982,"5,600,232   ","3,084,507   ",55.1   ,"2,783,913   ",49.7   ,"300,594   ",9.7   
37,North Carolina,1982,"4,452,563   ","2,955,629   ",66.4   ,"2,680,579   ",60.2   ,"275,050   ",9.3   
38,North Dakota,1982,"475,234   ","311,120   ",65.5   ,"293,925   ",61.8   ,"17,195   ",5.5   
39,Ohio,1982,"8,019,866   ","5,113,747   ",63.8   ,"4,462,876   ",55.6   ,"650,871   ",12.7   
40,Oklahoma,1982,"2,339,380   ","1,480,319   ",63.3   ,"1,389,839   ",59.4   ,"90,480   ",6.1   
41,Oregon,1982,"2,003,943   ","1,326,031   ",66.2   ,"1,175,726   ",58.7   ,"150,305   ",11.3   
42,Pennsylvania,1982,"9,093,172   ","5,444,963   ",59.9   ,"4,853,704   ",53.4   ,"591,259   ",10.9   
44,Rhode Island,1982,"731,252   ","480,443   ",65.7   ,"433,169   ",59.2   ,"47,274   ",9.8   
45,South Carolina,1982,"2,306,997   ","1,481,395   ",64.2   ,"1,321,621   ",57.3   ,"159,774   ",10.8   
46,South Dakota,1982,"494,001   ","331,746   ",67.2   ,"313,776   ",63.5   ,"17,970   ",5.4   
47,Tennessee,1982,"3,468,046   ","2,131,629   ",61.5   ,"1,879,496   ",54.2   ,"252,133   ",11.8   
48,Texas,1982,"11,016,607   ","7,402,521   ",67.2   ,"6,890,189   ",62.5   ,"512,332   ",6.9   
49,Utah,1982,"1,021,204   ","674,629   ",66.1   ,"619,916   ",60.7   ,"54,713   ",8.1   
50,Vermont,1982,"385,069   ","261,804   ",68.0   ,"243,361   ",63.2   ,"18,443   ",7.0   
51,Virginia,1982,"4,029,975   ","2,672,798   ",66.3   ,"2,476,690   ",61.5   ,"196,108   ",7.3   
53,Washington,1982,"3,172,076   ","2,040,626   ",64.3   ,"1,800,905   ",56.8   ,"239,721   ",11.7   
54,West Virginia,1982,"1,453,603   ","774,847   ",53.3   ,"666,425   ",45.8   ,"108,422   ",14.0   
55,Wisconsin,1982,"3,532,673   ","2,419,764   ",68.5   ,"2,169,257   ",61.4   ,"250,507   ",10.4   
56,Wyoming,1982,"354,363   ","250,499   ",70.7   ,"235,647   ",66.5   ,"14,852   ",5.9   
01,Alabama,1983,"2,897,147   ","1,749,571   ",60.4   ,"1,507,337   ",52.0   ,"242,234   ",13.8   
02,Alaska,1983,"326,692   ","235,485   ",72.1   ,"211,650   ",64.8   ,"23,835   ",10.1   
04,Arizona,1983,"2,224,228   ","1,413,641   ",63.6   ,"1,285,269   ",57.8   ,"128,372   ",9.1   
05,Arkansas,1983,"1,706,766   ","1,030,726   ",60.4   ,"930,571   ",54.5   ,"100,155   ",9.7   
06,California,1983,"18,975,417   ","12,459,424   ",65.7   ,"11,234,383   ",59.2   ,"1,225,041   ",9.8   
037,Los Angeles County,1983,"5,976,086   ","3,855,163   ",64.5   ,"3,479,915   ",58.2   ,"375,248   ",9.7   
08,Colorado,1983,"2,320,570   ","1,664,301   ",71.7   ,"1,546,377   ",66.6   ,"117,924   ",7.1   
09,Connecticut,1983,"2,449,191   ","1,630,976   ",66.6   ,"1,533,252   ",62.6   ,"97,724   ",6.0   
10,Delaware,1983,"454,220   ","294,895   ",64.9   ,"272,101   ",59.9   ,"22,794   ",7.7   
11,District of Columbia,1983,"494,808   ","322,552   ",65.2   ,"287,636   ",58.1   ,"34,916   ",10.8   
12,Florida,1983,"8,458,634   ","4,939,852   ",58.4   ,"4,514,185   ",53.4   ,"425,667   ",8.6   
13,Georgia,1983,"4,178,317   ","2,714,453   ",65.0   ,"2,508,076   ",60.0   ,"206,377   ",7.6   
15,Hawaii,1983,"707,271   ","470,590   ",66.5   ,"442,775   ",62.6   ,"27,815   ",5.9   
16,Idaho,1983,"687,284   ","452,143   ",65.8   ,"410,572   ",59.7   ,"41,571   ",9.2   
17,Illinois,1983,"8,501,694   ","5,552,358   ",65.3   ,"4,903,101   ",57.7   ,"649,257   ",11.7   
18,Indiana,1983,"4,020,619   ","2,568,336   ",63.9   ,"2,283,754   ",56.8   ,"284,582   ",11.1   
19,Iowa,1983,"2,131,787   ","1,399,057   ",65.6   ,"1,284,822   ",60.3   ,"114,235   ",8.2   
20,Kansas,1983,"1,771,078   ","1,185,841   ",67.0   ,"1,115,942   ",63.0   ,"69,899   ",5.9   
21,Kentucky,1983,"2,711,004   ","1,691,845   ",62.4   ,"1,501,641   ",55.4   ,"190,204   ",11.2   
22,Louisiana,1983,"3,123,772   ","1,882,691   ",60.3   ,"1,666,364   ",53.3   ,"216,327   ",11.5   
23,Maine,1983,"853,002   ","534,304   ",62.6   ,"490,216   ",57.5   ,"44,088   ",8.3   
24,Maryland,1983,"3,279,773   ","2,229,440   ",68.0   ,"2,074,495   ",63.3   ,"154,945   ",6.9   
25,Massachusetts,1983,"4,498,677   ","2,995,527   ",66.6   ,"2,787,418   ",62.0   ,"208,109   ",6.9   
26,Michigan,1983,"6,714,953   ","4,267,600   ",63.6   ,"3,649,197   ",54.3   ,"618,403   ",14.5   
27,Minnesota,1983,"3,075,907   ","2,175,401   ",70.7   ,"2,000,289   ",65.0   ,"175,112   ",8.0   
28,Mississippi,1983,"1,815,313   ","1,065,775   ",58.7   ,"937,718   ",51.7   ,"128,057   ",12.0   
29,Missouri,1983,"3,701,683   ","2,339,653   ",63.2   ,"2,108,978   ",57.0   ,"230,675   ",9.9   
30,Montana,1983,"595,593   ","395,263   ",66.4   ,"360,693   ",60.6   ,"34,570   ",8.7   
31,Nebraska,1983,"1,159,331   ","778,272   ",67.1   ,"735,136   ",63.4   ,"43,136   ",5.5   
32,Nevada,1983,"687,823   ","499,145   ",72.6   ,"450,225   ",65.5   ,"48,920   ",9.8   
33,New Hampshire,1983,"719,823   ","499,650   ",69.4   ,"472,396   ",65.6   ,"27,254   ",5.5   
34,New Jersey,1983,"5,770,936   ","3,695,308   ",64.0   ,"3,390,087   ",58.7   ,"305,221   ",8.3   
35,New Mexico,1983,"996,095   ","614,753   ",61.7   ,"554,649   ",55.7   ,"60,104   ",9.8   
36,New York,1983,"13,620,528   ","8,110,593   ",59.5   ,"7,386,874   ",54.2   ,"723,719   ",8.9   
51000,New York city,1983,"5,658,393   ","3,067,214   ",54.2   ,"2,764,417   ",48.9   ,"302,797   ",9.9   
37,North Carolina,1983,"4,513,704   ","2,976,639   ",65.9   ,"2,708,701   ",60.0   ,"267,938   ",9.0   
38,North Dakota,1983,"481,188   ","315,012   ",65.5   ,"296,765   ",61.7   ,"18,247   ",5.8   
39,Ohio,1983,"7,996,887   ","5,081,641   ",63.5   ,"4,458,134   ",55.7   ,"623,507   ",12.3   
40,Oklahoma,1983,"2,400,759   ","1,518,823   ",63.3   ,"1,395,340   ",58.1   ,"123,483   ",8.1   
41,Oregon,1983,"2,008,728   ","1,338,968   ",66.7   ,"1,193,981   ",59.4   ,"144,987   ",10.8   
42,Pennsylvania,1983,"9,101,949   ","5,418,680   ",59.5   ,"4,822,518   ",53.0   ,"596,162   ",11.0   
44,Rhode Island,1983,"734,948   ","479,927   ",65.3   ,"439,467   ",59.8   ,"40,460   ",8.4   
45,South Carolina,1983,"2,340,604   ","1,478,129   ",63.2   ,"1,332,493   ",56.9   ,"145,636   ",9.9   
46,South Dakota,1983,"497,050   ","332,237   ",66.8   ,"315,041   ",63.4   ,"17,196   ",5.2   
47,Tennessee,1983,"3,493,052   ","2,174,360   ",62.2   ,"1,923,659   ",55.1   ,"250,701   ",11.5   
48,Texas,1983,"11,367,958   ","7,689,124   ",67.6   ,"7,067,524   ",62.2   ,"621,600   ",8.1   
49,Utah,1983,"1,052,318   ","695,881   ",66.1   ,"633,212   ",60.2   ,"62,669   ",9.0   
50,Vermont,1983,"389,275   ","263,910   ",67.8   ,"246,843   ",63.4   ,"17,067   ",6.5   
51,Virginia,1983,"4,096,971   ","2,737,418   ",66.8   ,"2,565,739   ",62.6   ,"171,679   ",6.3   
53,Washington,1983,"3,206,747   ","2,067,720   ",64.5   ,"1,838,213   ",57.3   ,"229,507   ",11.1   
54,West Virginia,1983,"1,456,717   ","753,039   ",51.7   ,"624,274   ",42.9   ,"128,765   ",17.1   
55,Wisconsin,1983,"3,536,102   ","2,408,532   ",68.1   ,"2,171,105   ",61.4   ,"237,427   ",9.9   
56,Wyoming,1983,"357,908   ","252,791   ",70.6   ,"233,007   ",65.1   ,"19,784   ",7.8   
01,Alabama,1984,"2,920,865   ","1,777,120   ",60.8   ,"1,574,773   ",53.9   ,"202,347   ",11.4   
02,Alaska,1984,"344,968   ","249,886   ",72.4   ,"225,150   ",65.3   ,"24,736   ",9.9   
04,Arizona,1984,"2,313,756   ","1,464,207   ",63.3   ,"1,391,472   ",60.1   ,"72,735   ",5.0   
05,Arkansas,1984,"1,720,758   ","1,040,156   ",60.4   ,"951,555   ",55.3   ,"88,601   ",8.5   
06,California,1984,"19,493,327   ","12,836,418   ",65.9   ,"11,840,393   ",60.7   ,"996,025   ",7.8   
037,Los Angeles County,1984,"6,103,850   ","3,942,116   ",64.6   ,"3,633,764   ",59.5   ,"308,352   ",7.8   
08,Colorado,1984,"2,362,335   ","1,709,851   ",72.4   ,"1,616,112   ",68.4   ,"93,739   ",5.5   
09,Connecticut,1984,"2,473,452   ","1,684,212   ",68.1   ,"1,606,021   ",64.9   ,"78,191   ",4.6   
10,Delaware,1984,"460,588   ","305,900   ",66.4   ,"287,336   ",62.4   ,"18,564   ",6.1   
11,District of Columbia,1984,"498,173   ","330,555   ",66.4   ,"301,376   ",60.5   ,"29,179   ",8.8   
12,Florida,1984,"8,735,304   ","5,198,246   ",59.5   ,"4,856,842   ",55.6   ,"341,404   ",6.6   
13,Georgia,1984,"4,278,667   ","2,797,670   ",65.4   ,"2,626,579   ",61.4   ,"171,091   ",6.1   
15,Hawaii,1984,"719,309   ","474,645   ",66.0   ,"448,956   ",62.4   ,"25,689   ",5.4   
16,Idaho,1984,"695,862   ","460,075   ",66.1   ,"426,931   ",61.4   ,"33,144   ",7.2   
17,Illinois,1984,"8,513,927   ","5,544,572   ",65.1   ,"5,036,954   ",59.2   ,"507,618   ",9.2   
18,Indiana,1984,"4,031,179   ","2,601,903   ",64.5   ,"2,381,319   ",59.1   ,"220,584   ",8.5   
19,Iowa,1984,"2,124,880   ","1,397,265   ",65.8   ,"1,300,539   ",61.2   ,"96,726   ",6.9   
20,Kansas,1984,"1,778,046   ","1,192,227   ",67.1   ,"1,133,639   ",63.8   ,"58,588   ",4.9   
21,Kentucky,1984,"2,719,449   ","1,697,823   ",62.4   ,"1,543,460   ",56.8   ,"154,363   ",9.1   
22,Louisiana,1984,"3,133,861   ","1,906,269   ",60.8   ,"1,710,895   ",54.6   ,"195,374   ",10.2   
23,Maine,1984,"864,599   ","547,928   ",63.4   ,"514,342   ",59.5   ,"33,586   ",6.1   
24,Maryland,1984,"3,329,714   ","2,275,905   ",68.4   ,"2,153,269   ",64.7   ,"122,636   ",5.4   
25,Massachusetts,1984,"4,545,071   ","3,066,374   ",67.5   ,"2,920,059   ",64.2   ,"146,315   ",4.8   
26,Michigan,1984,"6,738,231   ","4,311,604   ",64.0   ,"3,825,465   ",56.8   ,"486,139   ",11.3   
27,Minnesota,1984,"3,092,662   ","2,211,218   ",71.5   ,"2,070,487   ",66.9   ,"140,731   ",6.4   
28,Mississippi,1984,"1,826,857   ","1,079,399   ",59.1   ,"964,335   ",52.8   ,"115,064   ",10.7   
29,Missouri,1984,"3,722,038   ","2,350,543   ",63.2   ,"2,178,753   ",58.5   ,"171,790   ",7.3   
30,Montana,1984,"600,562   ","403,173   ",67.1   ,"372,987   ",62.1   ,"30,186   ",7.5   
31,Nebraska,1984,"1,160,666   ","778,885   ",67.1   ,"744,375   ",64.1   ,"34,510   ",4.4   
32,Nevada,1984,"713,573   ","516,516   ",72.4   ,"476,814   ",66.8   ,"39,702   ",7.7   
33,New Hampshire,1984,"736,031   ","521,095   ",70.8   ,"499,149   ",67.8   ,"21,946   ",4.2   
34,New Jersey,1984,"5,823,753   ","3,800,210   ",65.3   ,"3,560,513   ",61.1   ,"239,697   ",6.3   
35,New Mexico,1984,"1,016,253   ","630,551   ",62.0   ,"581,986   ",57.3   ,"48,565   ",7.7   
36,New York,1984,"13,723,933   ","8,160,917   ",59.5   ,"7,568,472   ",55.1   ,"592,445   ",7.3   
51000,New York city,1984,"5,707,852   ","3,088,964   ",54.1   ,"2,812,501   ",49.3   ,"276,463   ",9.0   
37,North Carolina,1984,"4,603,151   ","3,053,399   ",66.3   ,"2,851,704   ",62.0   ,"201,695   ",6.6   
